id,datetime,dsar_f0-f1,dsar_f1-f2,dsar_f2-f3,dsar_f3-f4,rsam_f0,rsam_f1,rsam_f2,rsam_f3,rsam_f4
4,2025-01-01 00:00:00,42.29516864474208,11.567850864079706,2.4757617846559032,0.4545735953724863,0.578896129591,0.3931329459267425,0.2340195413958501,0.2010895151294024,0.8021775927348982
4,2025-01-01 00:10:00,8.339876838712145,10.23009542575014,2.396320064952435,0.5857482385452368,0.193408076542341,0.4738128948767729,0.3187731077853277,0.2808021652064622,0.873073541127005
4,2025-01-01 00:20:00,9.837610437404066,11.795762321633896,2.379836070766151,0.5865416961582843,0.255615041007213,0.4875506877099239,0.3182611615773359,0.2808657094506353,0.8749467984976339
4,2025-01-01 00:30:00,8.639998198268367,12.336922223747573,2.22904582324883,0.6121592628408143,0.2480928499288902,0.4830014875721761,0.3218135634201356,0.3171940571585789,0.9034118897463934
4,2025-01-01 00:40:00,7.95863817120552,11.133125184129996,2.342420127481443,0.5697084970055452,0.1984249292737351,0.4746736865410382,0.3122283716394743,0.2807390053914265,0.9002740884939479
4,2025-01-01 00:50:00,10.17256013002844,13.250235270944687,2.337474610680258,0.5894789831609808,0.267854798189673,0.4890886019681726,0.3154270938641269,0.2819531189265209,0.8676917031173632
4,2025-01-01 01:00:00,2.271574097877005,32.90307418048046,2.3836113225802875,0.5883981703425845,0.2596263056914658,0.6920484990051259,0.3179374402281606,0.2824998191949465,0.8683888954269674
4,2025-01-01 01:10:00,2.8539990130920727,32.54788887501615,2.3880472987209123,0.5864715233760069,0.2484783902024339,0.6949176256770896,0.317481575759766,0.278520987526146,0.8635205903384652
4,2025-01-01 01:20:00,5.59426045798418,25.35200288748409,2.400018961372762,0.5768965055559472,0.2889470192970006,0.6244913186628424,0.3142866985866953,0.2753255346528653,0.8645961048531968
4,2025-01-01 01:30:00,6.268516057564431,12.180619356978738,2.32024256048912,0.5811413866374209,0.2051377537323996,0.4798401613837629,0.3123040441548779,0.2754817443239031,0.8684065569252285
4,2025-01-01 01:40:00,8.434322330530986,10.27993743780337,2.3867476164758696,0.5727207334106317,0.2093507644348158,0.4665738195396049,0.3145727363372582,0.2753010519353562,0.8740116972045485
4,2025-01-01 01:50:00,8.226161426586867,10.227383832857065,2.4235752260639365,0.5720503941644598,0.1948236294557321,0.4721398645272983,0.31723986021322,0.2747932385571894,0.8725805077048994
4,2025-01-01 02:00:00,7.44437741655709,10.460417133619284,2.411219559829999,0.5664895264531363,0.1917880085508816,0.4717409118606221,0.314346265443867,0.2721268679672859,0.870954510254389
4,2025-01-01 02:10:00,8.641270358103647,10.637051849274034,2.2853927400873646,0.5961820425510583,0.2074954885032018,0.4745691697680435,0.3157947775045105,0.2844707888714503,0.8747313223810044
4,2025-01-01 02:20:00,4.606092578092026,21.853682627114345,2.311019233426882,0.599530310103155,0.2131807246119427,0.6130452236244421,0.3168657171397123,0.2895917845971961,0.8738198455060727
